,address,districtName,id,location,name,nearbyStations,lat,lon
344,220 - Plino-Presidente Masaryk,Polanco,220,"{'lat': 19.432655, 'lon': -99.205727}",220 PLINIO-PRESIDENTE MASARYK ,"[213, 219, 227]",19.432655,-99.205727
345,221 - Emilio Castelar-Presidente Masaryk,Polanco,221,"{'lat': 19.431799, 'lon': -99.201565}",221 EMILIO CASTELAR-PRESIDENTE MASARYK ,"[215, 230, 231]",19.431799,-99.201565
346,222 - Alejandro Dumas-Presidente Masarik,Polanco,222,"{'lat': 19.431417, 'lon': -99.195774}",222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,"[216, 231, 233]",19.431417,-99.195774
347,223 - Newton-Presidente Masarik,Polanco,223,"{'lat': 19.431242, 'lon': -99.191613}",223 NEWTON-PRESIDENTE MASARYK ,"[222, 224, 231]",19.431242,-99.191613
348,224 - Hegel-Presidente Masaryk,Polanco,224,"{'lat': 19.431255, 'lon': -99.188065}",224 HEGEL-PRESIDENTE MASARYK,"[212, 218, 225]",19.431255,-99.188065
349,225 - Petrarca-Presidente Masaryk,Polanco,225,"{'lat': 19.431172, 'lon': -99.185612}",225 PETRARCA-PRESIDENTE MASARYK,"[224, 226, 232]",19.431172,-99.185612
350,226 - Wallon-Presidente Masaryk,Polanco,226,"{'lat': 19.431033, 'lon': -99.18222}",226 WALLON-PRESIDENTE MASARYK,"[217, 239, 247]",19.431033,-99.18222
351,405 - División Del Norte-Municipio Libre,Portales Norte,405,"{'lat': 19.370619, 'lon': -99.156626}",405 DIVISIÓN DEL NORTE-MUNICIPIO LIBRE,"[402, 403, 404]",19.370619,-99.156626
352,407 - Prolongación Xochicalco-General Emiliano Zapat,Residencial Emperadores,407,"{'lat': 19.367294, 'lon': -99.158694}",407 PROL. XOCHICALCO-GENERAL EMILIANO ZAPATA,"[406, 408, 410]",19.367294,-99.158694
353,408 - Prolongación Petén-General Emiliano Zapata,Residencial Emperadores,408,"{'lat': 19.36677, 'lon': -99.156843}",408 PROLONGACIÓN PETÉN-GENERAL EMILIANO ZAPATA,"[407, 409, 410]",19.36677,-99.156843
354,037 - Guadalajara - Puebla,Roma Norte,37,"{'lat': 19.420419, 'lon': -99.172676}",37 GUADALAJARA-PUEBLA,"[28, 38]",19.420419,-99.172676
355,038 - Cozumel - PUEBLA,Roma Norte,38,"{'lat': 19.420801, 'lon': -99.171407}",38 COZUMEL-PUEBLA,"[28, 32, 37]",19.420801,-99.171407
356,039 - Medellin - Chapultepec,Roma Norte,39,"{'lat': 19.422484, 'lon': -99.167153}",39 MEDELLIN-CHAPULTEPEC,"[33, 42]",19.422484,-99.167153
357,040 - Oaxaca - Puebla,Roma Norte,40,"{'lat': 19.42223, 'lon': -99.164297}",40 OAXACA-PUEBLA,"[35, 42]",19.42223,-99.164297
358,056 - Alvaro Obregón - Medellin,Roma Norte,56,"{'lat': 19.416959, 'lon': -99.165702}",56 ALVARO OBREGON-MEDELLIN,"[47, 51, 55]",19.416959,-99.165702
359,042 - Sinaloa - Valladolid,Roma Norte,42,"{'lat': 19.420472, 'lon': -99.168238}",42 SINALOA-VALLADOLID,"[39, 47, 51]",19.420472,-99.168238
360,051 - Colima - Oaxaca,Roma Norte,51,"{'lat': 19.417995, 'lon': -99.168248}",51 COLIMA-OAXACA,"[46, 47, 55, 58]",19.417995,-99.168248
361,044 - Durango - Veracruz,Roma Norte,44,"{'lat': 19.418057, 'lon': -99.174761}",44 DURANGO-VERACRUZ,"[36, 41, 49, 50]",19.418057,-99.174761
362,045 - Durango - Sonora,Roma Norte,45,"{'lat': 19.418649, 'lon': -99.172127}",45 DURANGO-SONORA,"[37, 38, 41, 46]",19.418649,-99.172127
363,046 - Durango - Salamanca,Roma Norte,46,"{'lat': 19.419214, 'lon': -99.169732}",46 DURANGO-SALAMANCA,"[42, 51, 54]",19.419214,-99.169732
364,125 - Morelia-Circular de Morelia,Roma Norte,125,"{'lat': 19.424541, 'lon': -99.156204}",125 MORELIA-CIRCULAR DE MORELIA,"[119, 123, 127]",19.424541,-99.156204
365,126 - Jalapa-Puebla,Roma Norte,126,"{'lat': 19.422288, 'lon': -99.162138}",126 JALAPA-PUEBLA,"[121, 129]",19.422288,-99.162138
366,127 -  Puebla-Merida,Roma Norte,127,"{'lat': 19.423318, 'lon': -99.15833}",127 PUEBLA-MERIDA,[130],19.423318,-99.15833
367,128 - Orizaba-Río de Janeiro,Roma Norte,128,"{'lat': 19.422148, 'lon': -99.160645}",128 ORIZABA-RIO DE JANEIRO,"[121, 126, 127]",19.422148,-99.160645
368,129 - Tonalá-Durango,Roma Norte,129,"{'lat': 19.4206, 'lon': -99.163312}",129 TONALÁ-DURANGO,"[126, 131]",19.4206,-99.163312
369,130 - Mérida-Durango,Roma Norte,130,"{'lat': 19.421576, 'lon': -99.158015}",130 MÉRIDA-DURANGO,"[127, 132, 133]",19.421576,-99.158015
370,131 - Colima-Jalapa,Roma Norte,131,"{'lat': 19.419579, 'lon': -99.161314}",131 COLIMA-JALAPA,"[129, 134]",19.419579,-99.161314
371,132 - Colima-Frontera,Roma Norte,132,"{'lat': 19.420667, 'lon': -99.15645}",132 COLIMA-FRONTERA,"[130, 133, 135]",19.420667,-99.15645
372,133 - Colima-Morelia,Roma Norte,133,"{'lat': 19.421138, 'lon': -99.154725}",133 COLIMA-MORELIA,"[130, 132, 135]",19.421138,-99.154725
373,134 - Álvaro Obregón-Orizaba,Roma Norte,134,"{'lat': 19.418304, 'lon': -99.15956}",134 ÁLVARO OBREGÓN-ORIZABA,"[131, 136, 137]",19.418304,-99.15956
374,135 - Álvaro Obregón-Morelia,Roma Norte,135,"{'lat': 19.419225, 'lon': -99.155099}",135 ÁLVARO OBREGÓN-MORELIA,"[132, 133, 137]",19.419225,-99.155099
375,136 - Tonalá-Álvaro Obregón,Roma Norte,136,"{'lat': 19.417715, 'lon': -99.162729}",136 ÁLVARO OBREGÓN-TONALÁ,[136],19.417715,-99.162729
376,137 - Álvaro Obregón-Mérida,Roma Norte,137,"{'lat': 19.418774, 'lon': -99.157081}",137 ÁLVARO OBREGÓN-MÉRIDA,"[132, 135, 138]",19.418774,-99.157081
377,138 - Guanajuato-Frontera,Roma Norte,138,"{'lat': 19.417702, 'lon': -99.155313}",138 GUANAJUATO-FRONTERA,"[135, 140, 144]",19.417702,-99.155313
378,139 - Tonalá-Guanajuato,Roma Norte,139,"{'lat': 19.416128, 'lon': -99.162097}",139 TONALÁ-GUANJUATO,"[134, 136, 141]",19.416128,-99.162097
379,140 - Mérida-Zacatecas,Roma Norte,140,"{'lat': 19.416605, 'lon': -99.156853}",140 MÉRIDA-ZACATECAS,"[138, 141, 144]",19.416605,-99.156853
380,141 - Zacatecas-Luis Cabrera,Roma Norte,141,"{'lat': 19.415905, 'lon': -99.15954}",141 ZACATECAS-LUIS CABRERA,"[139, 140, 143]",19.415905,-99.15954
381,142 - San Luis Potosí-Eje 2 Pte. Monterrey,Roma Norte,142,"{'lat': 19.413232, 'lon': -99.164121}",142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,"[139, 145, 146]",19.413232,-99.164121
382,143 - Córdoba-San Luis Potosí,Roma Norte,143,"{'lat': 19.414303, 'lon': -99.157542}",143 CÓRDOBA-SAN LUIS POTOSÍ,"[141, 144, 147]",19.414303,-99.157542
383,144 - Frontera-San Luis Potosí,Roma Norte,144,"{'lat': 19.415192, 'lon': -99.154837}",144 FRONTERA-SAN LUIS POTOSÍ,"[140, 143, 148]",19.415192,-99.154837
384,145 - Eje 2 Sur Yucatán-Chiapas,Roma Norte,145,"{'lat': 19.41286, 'lon': -99.160661}",145 EJE 2 SUR YUCATÁN-CHIAPAS,"[142, 147, 151]",19.41286,-99.160661
385,146 - Coahuila-Manzanillo,Roma Norte,146,"{'lat': 19.410737, 'lon': -99.165716}",146 COAHUILA-MANZANILLO,"[150, 152, 153]",19.410737,-99.165716
386,147 - Coahuila-Orizaba,Roma Norte,147,"{'lat': 19.412182, 'lon': -99.158443}",147 COAHUILA-ORIZABA,"[145, 149, 151]",19.412182,-99.158443
387,148 - Coahuila-Av. Cuauhtémoc,Roma Norte,148,"{'lat': 19.412829, 'lon': -99.155116}",148 COAHUILA-AV.CUAUHTEMOC,"[143, 147, 149]",19.412829,-99.155116
388,149 - Mérida-Antonio Anza,Roma Norte,149,"{'lat': 19.41199, 'lon': -99.155699}",149 MÉRIDA-ANTONIO ANZA,"[143, 147, 148]",19.41199,-99.155699
389,151 - Campeche-Tonalá,Roma Sur,151,"{'lat': 19.410529, 'lon': -99.160873}",151 CAMPECHE-TONALÁ,"[145, 147, 155]",19.410529,-99.160873
390,152 - Tlacotalpan-Campecha,Roma Sur,152,"{'lat': 19.409098, 'lon': -99.167181}",152 TLACOTALPAN-CAMPECHE,"[146, 150, 157]",19.409098,-99.167181
391,153 - Manzanillo-Tlaxcala,Roma Sur,153,"{'lat': 19.407468, 'lon': -99.165141}",153 MANZANILLO-TLAXCALA,"[154, 157, 161]",19.407468,-99.165141
392,155 - Jalapa-Tlaxcala,Roma Sur,155,"{'lat': 19.408218, 'lon': -99.159911}",155 JALAPA-TLAXCALA,"[151, 156, 158]",19.408218,-99.159911
393,156 - Tepic-Amenalco,Roma Sur,156,"{'lat': 19.407121, 'lon': -99.162202}",156 TEPIC-AMENALCO,"[153, 155, 162]",19.407121,-99.162202
394,157 - Tepic-Tlacotalpan,Roma Sur,157,"{'lat': 19.406236, 'lon': -99.166616}",157 TEPIC-TLACOTALPAN,"[153, 154, 161]",19.406236,-99.166616
395,158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,Roma Sur,158,"{'lat': 19.407447, 'lon': -99.155717}",158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,"[155, 159, 163]",19.407447,-99.155717
396,159 - Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,Roma Sur,159,"{'lat': 19.407517, 'lon': -99.155373}",159 HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC,"[155, 158, 163]",19.407517,-99.155373
397,161 - Quintana Roo-Manzanillo,Roma Sur,161,"{'lat': 19.405533, 'lon': -99.164913}",161 QUINTANA ROO-MANZANILLO,"[153, 157, 162]",19.405533,-99.164913
398,162 - Tehuantepec-Medellín,Roma Sur,162,"{'lat': 19.404907, 'lon': -99.162485}",162 TEHUANTEPEC-MEDELLÍN,"[156, 161, 165]",19.404907,-99.162485
399,163 - Toluca-Bajío,Roma Sur,163,"{'lat': 19.405246, 'lon': -99.156431}",163 TOLUCA-BAJÍO,"[158, 159, 165]",19.405246,-99.156431
400,164 - Bajío-Tlacotalpan,Roma Sur,164,"{'lat': 19.403204, 'lon': -99.16596}",164 BAJÍO-TLACOTALPAN,"[157, 161, 162]",19.403204,-99.16596
401,165 - Bajío-Eje 2 Pte. Monterrey,Roma Sur,165,"{'lat': 19.404268, 'lon': -99.160503}",165 BAJÍO-EJE 2 PTE. MONTERREY,"[156, 162, 163]",19.404268,-99.160503
402,409 - Azores-División Del Norte,Santa Cruz Atoyac,409,"{'lat': 19.365102, 'lon': -99.155499}",409 AZORES-DIVISIÓN DEL NORTE,"[408, 410, 430]",19.365102,-99.155499
403,410 - Prolongación Tajín-Prolongación Repúblicas,Santa Cruz Atoyac,410,"{'lat': 19.36564, 'lon': -99.158063}",410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS,"[407, 408, 409]",19.36564,-99.158063
404,411 - Parroquia-Avenida México-Coyoacan,Santa Cruz Atoyac,411,"{'lat': 19.367864, 'lon': -99.163626}",411 PARROQUIA-AVENIDA MÉXICO-COYOACAN,"[412, 425, 427]",19.367864,-99.163626
405,412 - Parroquia-Avenida Universidad,Santa Cruz Atoyac,412,"{'lat': 19.3684182, 'lon': -99.1654145}",412 PARROQUIA-AVENIDA UNIVERSIDAD,"[411, 425, 426]",19.3684182,-99.1654145
406,406 - Parroquia Av. Mexico-Coyoacan,Santa Cruz Atoyac,406,"{'lat': 19.367831, 'lon': -99.163261}",406 PARROQUIA AV. MEXICO-COYOACAN,"[402, 407, 411]",19.367831,-99.163261
407,427 - Avenida México-Coyoacan-Av. Popocatepetl (Eje,Santa Cruz Atoyac,427,"{'lat': 19.365023, 'lon': -99.162993}",427 AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE ,"[411, 412, 426]",19.365023,-99.162993
408,429 - Pirineos-Av. Popocatepetl (Eje 8),Santa Cruz Atoyac,429,"{'lat': 19.363071, 'lon': -99.158292}",429 PIRINEOS-AV. POPOCATEPETL (EJE 8),"[428, 430, 431]",19.363071,-99.158292
409,430 - Tripoli-Av. Popocatepetl (Eje 8),Santa Cruz Atoyac,430,"{'lat': 19.362139, 'lon': -99.154974}",430 TRIPOLI-AV. POPOCATEPETL (EJE 8),"[409, 429, 431]",19.362139,-99.154974
410,401 - San Lorenzo-Avenida Cuauhtemoc,Santa Cruz Atoyac,401,"{'lat': 19.372147, 'lon': -99.16158}",401 SAN LORENZO-AVENIDA CUAUHTEMOC,"[400, 402, 403]",19.372147,-99.16158
411,403 - Uxmal-Municipio Libre,Santa Cruz Atoyac,403,"{'lat': 19.371371, 'lon': -99.158639}",403 UXMAL-MUNICIPIO LIBRE,"[401, 402, 405]",19.371371,-99.158639
412,184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,San Miguel Chapultepec ,184,"{'lat': 19.41479, 'lon': -99.18508}",184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,"[185, 186, 187]",19.41479,-99.18508
413,185 - General Antonio Léon-General Pedro Antonio de los Santos,San Miguel Chapultepec ,185,"{'lat': 19.4128, 'lon': -99.1828}",185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,"[176, 187, 190]",19.4128,-99.1828
414,186 - Gregorio V. Gelati-Francisco Molinos del C.,San Miguel Chapultepec ,186,"{'lat': 19.41249, 'lon': -99.18875}",186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,"[187, 188, 189]",19.41249,-99.18875
415,187 - Genral Cano-Gobernador Gregorio V. Gelati,San Miguel Chapultepec ,187,"{'lat': 19.41123, 'lon': -99.18551}",187 GENERAL CANO-GOBERNADOR GREGORIO V GELATI,"[176, 189, 190]",19.41123,-99.18551
416,188 - Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,San Miguel Chapultepec ,188,"{'lat': 19.41171, 'lon': -99.19014}",188 GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA ,"[186, 187, 189]",19.41171,-99.19014
417,189 - Gobernador Rafael Rebollar-Gobernador José Ceballos,San Miguel Chapultepec ,189,"{'lat': 19.41004, 'lon': -99.18798}",189 GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS,"[186, 187, 188]",19.41004,-99.18798
418,190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,San Miguel Chapultepec ,190,"{'lat': 19.409569, 'lon': -99.183833}",190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,"[177, 187]",19.409569,-99.183833
419,191 - Gobernador Rafael Rebollar-Gobernador Vicente Eguia,San Miguel Chapultepec ,191,"{'lat': 19.4079, 'lon': -99.18795}",191 GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA,"[176, 189, 190]",19.4079,-99.18795
420,364 - Botichelli-Cda. De Giorgone,Santa María Nonoalco,364,"{'lat': 19.383063, 'lon': -99.185858}",364 BOTICHELLI-CDA. DE GIORGONE,"[351, 352]",19.383063,-99.185858
421,365 - Holbein-Avenida Revolución,Santa María Nonoalco,365,"{'lat': 19.381117, 'lon': -99.186687}",365 HOLBEIN-AVENIDA REVOLUCIÓN,"[352, 363, 364]",19.381117,-99.186687
422,352 - Tintoreto-Giorgine,Santa María Nonoalco,352,"{'lat': 19.384114, 'lon': -99.185447}",352 TINTORETO-GIORGINE,"[351, 364]",19.384114,-99.185447
423,351 - Calle 27-Avenida Revolución,San Pedro de los Pinos,351,"{'lat': 19.385751, 'lon': -99.186297}",351 CALLE 27-AVENIDA REVOLUCIÓN,"[332, 352, 364]",19.385751,-99.186297
424,312 - Avenida 2-Calle 7,San Pedro de los Pinos,312,"{'lat': 19.392634, 'lon': -99.183737}",312 AVENIDA 2-CALLE 7,"[310, 311, 328]",19.392634,-99.183737
425,328 - Avenida 1-Calle 7,San Pedro de los Pinos,328,"{'lat': 19.392586, 'lon': -99.184742}",328 AVENIDA 1-CALLE 7,"[311, 312, 329]",19.392586,-99.184742
426,329 - Calle 13-Avenida 1,San Pedro de los Pinos,329,"{'lat': 19.390306, 'lon': -99.184812}",329 CALLE 13-AVENIDA 1,"[312, 328, 330]",19.390306,-99.184812
427,330 - Calle 15-Avenida Patriotismo,San Pedro de los Pinos,330,"{'lat': 19.389358, 'lon': -99.182606}",330 CALLE 15-AVENIDA PATRIOTISMO,"[329, 331, 332]",19.389358,-99.182606
428,331 - Avenida 2-Calle 17,San Pedro de los Pinos,331,"{'lat': 19.388547, 'lon': -99.183971}",331 AVENIDA 2-CALLE 17,"[329, 330, 332]",19.388547,-99.183971
429,332 - Sur De Calle 27-Avenida 3,San Pedro de los Pinos,332,"{'lat': 19.385508, 'lon': -99.183809}",332 SUR DE CALLE 27-AVENIDA 3,"[330, 331, 333]",19.385508,-99.183809
430,263 - Sadi Carnot - Gómez Farias,San Rafael,263,"{'lat': 19.436274, 'lon': -99.158425}",263 SADI CARNOT-GÓMEZ FARIAS ,"[85, 86, 256]",19.436274,-99.158425
431,256 - Gómez Farías Sadi Carnot,San Rafael,256,"{'lat': 19.4372, 'lon': -99.15816}",256 GÓMEZ FARÍAS-SADI CARNOT ,"[254, 259]",19.4372,-99.15816
432,257 - Manuel Maria Contreras-Villalongin,San Rafael,257,"{'lat': 19.4338, 'lon': -99.16622}",257 MANUEL MARIA CONTRERAS-VILLALONGIN ,"[183, 255]",19.4338,-99.16622
433,254 - Alfonso Herrera-Miguel Shultz,San Rafael,254,"{'lat': 19.43935, 'lon': -99.16007}",254 ALFONSO HERRERA-MIGUEL SHULTZ ,"[160, 174, 256]",19.43935,-99.16007
434,183 - Gabino Barrera-Guillermo Prieto,San Rafael,183,"{'lat': 19.43767, 'lon': -99.16402}",183 GABINO BARRERA-GUILLERMO PRIETO,"[160, 174, 255]",19.43767,-99.16402
435,160 - Alfonzo Herrera-Gabino Barrera,San Rafael,160,"{'lat': 19.44025, 'lon': -99.16346}",160 ALFONSO HERRERA-GABINO BARRERA,"[174, 183, 254]",19.44025,-99.16346
436,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,San Rafael,103,"{'lat': 19.441669, 'lon': -99.165217}",103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,[103],19.441669,-99.165217
437,085 - Rosas Moreno - Sullivan,San Rafael,85,"{'lat': 19.43425, 'lon': -99.162508}",85 ROSAS MORENO-SULLIVAN,"[1, 3, 12]",19.43425,-99.162508
438,010 - Reforma - Ramírez,Tabacalera,10,"{'lat': 19.433321, 'lon': -99.154752}",10 REFORMA-RAMIREZ,[26],19.433321,-99.154752
439,008 - Reforma - General Prim,Tabacalera,8,"{'lat': 19.431141, 'lon': -99.158317}",8 REFORMA-GENERAL PRIM,"[3, 20, 86]",19.431141,-99.158317
440,270 - De la Republica-Ponciano Arriaga,Tabacalera,270,"{'lat': 19.43676, 'lon': -99.15387}",270 DE LA REPUBLICA-PONCIANO ARRIAGA ,[270],19.43676,-99.15387
441,450 RAMOS ARIZPE-PUENTE DE ALVARADO,Tabacalera,450,"{'lat': 19.43836, 'lon': -99.152226}",450 RAMOS ARIZPE-PUENTE DE ALVARADO,[450],19.43836,-99.152226
442,392 - Patricio Sanz-Felix Cuevas,Tlacoquemecatl,392,"{'lat': 19.3730067, 'lon': -99.1747749}",392 PATRICIO SANZ-FELIX CUEVAS,"[380, 393, 394]",19.3730067,-99.1747749
443,393 - Adolfo Prieto-Felix Cuevas,Tlacoquemecatl,393,"{'lat': 19.372796, 'lon': -99.172558}",393 ADOLFO PRIETO-FELIX CUEVAS,"[380, 392, 394]",19.372796,-99.172558
444,370 - Tlacoquemecatl-Av. Insurgentes,Tlacoquemecatl,370,"{'lat': 19.378818, 'lon': -99.177054}",370 TLACOQUEMECATL-AV. INSURGENTES,"[361, 369, 371]",19.378818,-99.177054
445,371 - Tlacoquemecatl-Capulin,Tlacoquemecatl,371,"{'lat': 19.378542, 'lon': -99.174328}",371 TLACOQUEMECATL-CAPULIN,"[361, 369, 370]",19.378542,-99.174328
446,380 - Moras-San Lorenzo,Tlacoquemecatl,380,"{'lat': 19.374876, 'lon': -99.173512}",380 MORAS-SAN LORENZO,"[392, 393, 394]",19.374876,-99.173512
447,381 - San Lorenzo-Manzanas,Tlacoquemecatl,381,"{'lat': 19.375541, 'lon': -99.177894}",381 SAN LORENZO-MANZANAS,"[382, 387, 389]",19.375541,-99.177894
448,382 - San Lorenzo-Av. Insurgentes,Tlacoquemecatl,382,"{'lat': 19.375591, 'lon': -99.178084}",382 SAN LORENZO-AV. INSURGENTES,"[381, 387, 389]",19.375591,-99.178084
449,441 - Puente Xoco-Real De Mayorazgo,Xoco,441,"{'lat': 19.361215, 'lon': -99.167527}",441 PUENTE XOCO-REAL DE MAYORAZGO,"[433, 440, 442]",19.361215,-99.167527
450,442 - Real De Mayorazgo-Avenida México-Coyoacan,Xoco,442,"{'lat': 19.359905, 'lon': -99.1653}",442 REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN,"[432, 443, 444]",19.359905,-99.1653
451,426 - Cerrada De Popocatepetl-Av. Popocatepetl (Eje,Xoco,426,"{'lat': 19.365519, 'lon': -99.166017}",426 CERRADA DE POPOCATEPETL-AV. POPOCATEPETL (EJE ,"[411, 412, 425]",19.365519,-99.166017
